card1,card2,synergy
Meteor Axe,Flare Gun,3
Meteor Axe,Blowgun,-4
Meteor Axe,Hookshot,-4
Meteor Axe,Chakram,-4
Meteor Axe,Crystal Orb,-4
Meteor Axe,Spell Book,-4
Meteor Axe,Laser Pistol,2
Meteor Axe,Plasma Rifle,2
Meteor Axe,Rocket Launcher,5
Meteor Axe,Energy Cannon,2
Meteor Axe,Railgun,-4
Meteor Axe,Cyber Blade,2
Meteor Axe,Pulse Shield,-4
Meteor Axe,Drone Swarm,-4
Meteor Axe,Nano Spear,-4
Meteor Axe,Void Cannon,-4
Glacier Axe,Storm Axe,-2
Glacier Axe,Emerald Tomahawk,-2
Glacier Axe,Oak Bow,-2
Glacier Axe,Longbow,-2
Glacier Axe,Crossbow,-2
Glacier Axe,Repeater Crossbow,-2
Glacier Axe,Flame Bow,-2
Glacier Axe,Frost Bow,3
Glacier Axe,Thunder Bow,-2
Glacier Axe,Shadow Bow,-2
Glacier Axe,Hawk Bow,-2
Glacier Axe,Moonlight Bow,-2
Glacier Axe,Wooden Staff,-2
Glacier Axe,Wizard Staff,-2
Glacier Axe,Healing Staff,-2
Glacier Axe,Necro Staff,-2
Glacier Axe,Storm Staff,-2
Glacier Axe,Flame Staff,-2
Glacier Axe,Frost Staff,3
Glacier Axe,Crystal Staff,-2
Glacier Axe,Druid Staff,-2
Glacier Axe,Solar Staff,-2
Glacier Axe,Iron Spear,-2
Glacier Axe,Steel Spear,-2
Glacier Axe,Pike,-2
Glacier Axe,Halberd,-2
Glacier Axe,Trident,4
Glacier Axe,Dragon Lance,-2
Glacier Axe,Ice Lance,3
Glacier Axe,Thunder Spear,-2
Glacier Axe,Serpent Spear,-2
Glacier Axe,Sun Lance,-2
Glacier Axe,Dagger,-2
Glacier Axe,Poison Dagger,-2
Glacier Axe,Silent Knife,-2
Glacier Axe,Throwing Knives,-2
Glacier Axe,Glass Dagger,-2
Glacier Axe,Vampire Fang,-2
Glacier Axe,Venom Shiv,-2
Glacier Axe,Assassin Blade,-2
Glacier Axe,Smoke Dagger,-2
Glacier Axe,Mirror Knife,-2
Glacier Axe,Wooden Shield,-2
Glacier Axe,Iron Shield,-2
Glacier Axe,Tower Shield,-2
Glacier Axe,Spiked Shield,-2
Glacier Axe,Mirror Shield,-2
Glacier Axe,Dragon Shield,-2
Glacier Axe,Ice Shield,3
Glacier Axe,Storm Shield,-2
Glacier Axe,Holy Shield,-2
Glacier Axe,Thorn Shield,-2
Glacier Axe,Stone Hammer,-2
Glacier Axe,War Hammer,-2
Glacier Axe,Thunder Hammer,-2
Glacier Axe,Forge Hammer,-2
Glacier Axe,Ice Maul,9
Glacier Axe,Gravity Hammer,-2
Glacier Axe,Bone Hammer,-2
Glacier Axe,Titan Hammer,-2
Glacier Axe,Copper Mace,-2
Glacier Axe,Morning Star,-2
Glacier Axe,Slingshot,-2
Glacier Axe,Boomerang,-2
Glacier Axe,Harpoon,4
Glacier Axe,Net Launcher,-2
Glacier Axe,Flare Gun,-2
Glacier Axe,Blowgun,-2
Glacier Axe,Hookshot,-2
Glacier Axe,Chakram,-2
Glacier Axe,Crystal Orb,-2
Glacier Axe,Spell Book,-2
Glacier Axe,Laser Pistol,-2
Glacier Axe,Plasma Rifle,-2
Glacier Axe,Rocket Launcher,-2
Glacier Axe,Energy Cannon,-2
Glacier Axe,Railgun,-2
Glacier Axe,Cyber Blade,-2
Glacier Axe,Pulse Shield,-2
Glacier Axe,Drone Swarm,-2
Glacier Axe,Nano Spear,-2
Glacier Axe,Void Cannon,-2
Storm Axe,Emerald Tomahawk,-5
Storm Axe,Oak Bow,2
Storm Axe,Longbow,2
Storm Axe,Crossbow,2
Storm Axe,Repeater Crossbow,2
Storm Axe,Flame Bow,2
Storm Axe,Frost Bow,-5
Storm Axe,Thunder Bow,3
Storm Axe,Shadow Bow,-5
Storm Axe,Hawk Bow,2
Storm Axe,Moonlight Bow,-5
Storm Axe,Wooden Staff,-5
Storm Axe,Wizard Staff,-5
Storm Axe,Healing Staff,-5
Storm Axe,Necro Staff,-5
Storm Axe,Storm Staff,5
Storm Axe,Flame Staff,2
Storm Axe,Frost Staff,-5
Storm Axe,Crystal Staff,-5
Storm Axe,Druid Staff,-5
Storm Axe,Solar Staff,-5
Storm Axe,Iron Spear,-5
Storm Axe,Steel Spear,-5
Storm Axe,Pike,-5
Storm Axe,Halberd,-5
Storm Axe,Trident,-5
Storm Axe,Dragon Lance,2
Storm Axe,Ice Lance,-5
Storm Axe,Thunder Spear,5
Storm Axe,Serpent Spear,-5
Storm Axe,Sun Lance,-5
Storm Axe,Dagger,-5
Storm Axe,Poison Dagger,-5
Storm Axe,Silent Knife,-5
Storm Axe,Throwing Knives,2
Storm Axe,Glass Dagger,-5
Storm Axe,Vampire Fang,-5
Storm Axe,Venom Shiv,-5
Storm Axe,Assassin Blade,-5
Storm Axe,Smoke Dagger,-5
Storm Axe,Mirror Knife,-5
Storm Axe,Wooden Shield,-5
Storm Axe,Iron Shield,-5
Storm Axe,Tower Shield,-5
Storm Axe,Spiked Shield,-5
Storm Axe,Mirror Shield,-5
Storm Axe,Dragon Shield,2
Storm Axe,Ice Shield,-5
Storm Axe,Storm Shield,3
Storm Axe,Holy Shield,-5
Storm Axe,Thorn Shield,-5
Storm Axe,Stone Hammer,-5
Storm Axe,War Hammer,-5
Storm Axe,Thunder Hammer,5
Storm Axe,Forge Hammer,2
Storm Axe,Ice Maul,-5
Storm Axe,Gravity Hammer,-5
Storm Axe,Bone Hammer,-5
Storm Axe,Titan Hammer,-5
Storm Axe,Copper Mace,-5
Storm Axe,Morning Star,-5
Storm Axe,Slingshot,2
Storm Axe,Boomerang,2
Storm Axe,Harpoon,-5
Storm Axe,Net Launcher,-5
Storm Axe,Flare Gun,2
Storm Axe,Blowgun,-5
Storm Axe,Hookshot,-5
Storm Axe,Chakram,2
Storm Axe,Crystal Orb,-5
Storm Axe,Spell Book,-5
Storm Axe,Laser Pistol,3
Storm Axe,Plasma Rifle,5
Storm Axe,Rocket Launcher,2
Storm Axe,Energy Cannon,5
Storm Axe,Railgun,2
Storm Axe,Cyber Blade,5
Storm Axe,Pulse Shield,-5
Storm Axe,Drone Swarm,-5
Storm Axe,Nano Spear,-5
Storm Axe,Void Cannon,-5
Emerald Tomahawk,Oak Bow,-3
Emerald Tomahawk,Longbow,-3
Emerald Tomahawk,Crossbow,-3
Emerald Tomahawk,Repeater Crossbow,-3
Emerald Tomahawk,Flame Bow,-3
Emerald Tomahawk,Frost Bow,-3
Emerald Tomahawk,Thunder Bow,-3
Emerald Tomahawk,Shadow Bow,-3
Emerald Tomahawk,Hawk Bow,-3
Emerald Tomahawk,Moonlight Bow,-3
Emerald Tomahawk,Wooden Staff,-3
Emerald Tomahawk,Wizard Staff,-3
Emerald Tomahawk,Healing Staff,-3
Emerald Tomahawk,Necro Staff,-3
Emerald Tomahawk,Storm Staff,-3
Emerald Tomahawk,Flame Staff,-3
Emerald Tomahawk,Frost Staff,-3
Emerald Tomahawk,Crystal Staff,-3
Emerald Tomahawk,Druid Staff,3
Emerald Tomahawk,Solar Staff,-3
Emerald Tomahawk,Iron Spear,-3
Emerald Tomahawk,Steel Spear,-3
Emerald Tomahawk,Pike,-3
Emerald Tomahawk,Halberd,-3
Emerald Tomahawk,Trident,-3
Emerald Tomahawk,Dragon Lance,-3
Emerald Tomahawk,Ice Lance,-3
Emerald Tomahawk,Thunder Spear,-3
Emerald Tomahawk,Serpent Spear,-3
Emerald Tomahawk,Sun Lance,-3
Emerald Tomahawk,Dagger,-3
Emerald Tomahawk,Poison Dagger,-3
Emerald Tomahawk,Silent Knife,-3
Emerald Tomahawk,Throwing Knives,-3
Emerald Tomahawk,Glass Dagger,-3
Emerald Tomahawk,Vampire Fang,-3
Emerald Tomahawk,Venom Shiv,-3
Emerald Tomahawk,Assassin Blade,-3
Emerald Tomahawk,Smoke Dagger,-3
Emerald Tomahawk,Mirror Knife,-3
Emerald Tomahawk,Wooden Shield,3
Emerald Tomahawk,Iron Shield,3
Emerald Tomahawk,Tower Shield,3
Emerald Tomahawk,Spiked Shield,3
Emerald Tomahawk,Mirror Shield,-3
Emerald Tomahawk,Dragon Shield,-3
Emerald Tomahawk,Ice Shield,-3
Emerald Tomahawk,Storm Shield,-3
Emerald Tomahawk,Holy Shield,-3
Emerald Tomahawk,Thorn Shield,3
Emerald Tomahawk,Stone Hammer,-3
Emerald Tomahawk,War Hammer,-3
Emerald Tomahawk,Thunder Hammer,-3
Emerald Tomahawk,Forge Hammer,-3
Emerald Tomahawk,Ice Maul,-3
Emerald Tomahawk,Gravity Hammer,-3
Emerald Tomahawk,Bone Hammer,-3
Emerald Tomahawk,Titan Hammer,-3
Emerald Tomahawk,Copper Mace,-3
Emerald Tomahawk,Morning Star,-3
Emerald Tomahawk,Slingshot,-3
Emerald Tomahawk,Boomerang,-3
Emerald Tomahawk,Harpoon,-3
Emerald Tomahawk,Net Launcher,-3
Emerald Tomahawk,Flare Gun,-3
Emerald Tomahawk,Blowgun,-3
Emerald Tomahawk,Hookshot,-3
Emerald Tomahawk,Chakram,-3
Emerald Tomahawk,Crystal Orb,-3
Emerald Tomahawk,Spell Book,-3
Emerald Tomahawk,Laser Pistol,-3
Emerald Tomahawk,Plasma Rifle,-3
Emerald Tomahawk,Rocket Launcher,-3
Emerald Tomahawk,Energy Cannon,-3
Emerald Tomahawk,Railgun,-3
Emerald Tomahawk,Cyber Blade,-3
Emerald Tomahawk,Pulse Shield,3
Emerald Tomahawk,Drone Swarm,-3
Emerald Tomahawk,Nano Spear,-3
Emerald Tomahawk,Void Cannon,-3
Oak Bow,Longbow,3
Oak Bow,Crossbow,3
Oak Bow,Repeater Crossbow,3
Oak Bow,Flame Bow,-1
Oak Bow,Frost Bow,-1
Oak Bow,Thunder Bow,2
Oak Bow,Shadow Bow,-1
Oak Bow,Hawk Bow,3
Oak Bow,Moonlight Bow,-1
Oak Bow,Wooden Staff,-1
Oak Bow,Wizard Staff,-1
Oak Bow,Healing Staff,-1
Oak Bow,Necro Staff,-1
Oak Bow,Storm Staff,2
Oak Bow,Flame Staff,-1
Oak Bow,Frost Staff,-1
Oak Bow,Crystal Staff,-1
Oak Bow,Druid Staff,-1
Oak Bow,Solar Staff,-1
Oak Bow,Iron Spear,-1
Oak Bow,Steel Spear,-1
Oak Bow,Pike,-1
Oak Bow,Halberd,-1
Oak Bow,Trident,-1
Oak Bow,Dragon Lance,-1
Oak Bow,Ice Lance,-1
Oak Bow,Thunder Spear,2
Oak Bow,Serpent Spear,-1
Oak Bow,Sun Lance,-1
Oak Bow,Dagger,-1
Oak Bow,Poison Dagger,-1
Oak Bow,Silent Knife,-1
Oak Bow,Throwing Knives,3
Oak Bow,Glass Dagger,-1
Oak Bow,Vampire Fang,-1
Oak Bow,Venom Shiv,-1
Oak Bow,Assassin Blade,-1
Oak Bow,Smoke Dagger,-1
Oak Bow,Mirror Knife,-1
Oak Bow,Wooden Shield,-1
Oak Bow,Iron Shield,-1
Oak Bow,Tower Shield,-1
Oak Bow,Spiked Shield,-1
Oak Bow,Mirror Shield,-1
Oak Bow,Dragon Shield,-1
Oak Bow,Ice Shield,-1
Oak Bow,Storm Shield,2
Oak Bow,Holy Shield,-1
Oak Bow,Thorn Shield,-1
Oak Bow,Stone Hammer,-1
Oak Bow,War Hammer,-1
Oak Bow,Thunder Hammer,2
Oak Bow,Forge Hammer,-1
Oak Bow,Ice Maul,-1
Oak Bow,Gravity Hammer,-1
Oak Bow,Bone Hammer,-1
Oak Bow,Titan Hammer,-1
Oak Bow,Copper Mace,-1
Oak Bow,Morning Star,-1
Oak Bow,Slingshot,3
Oak Bow,Boomerang,3
Oak Bow,Harpoon,-1
Oak Bow,Net Launcher,4
Oak Bow,Flare Gun,-1
Oak Bow,Blowgun,-1
Oak Bow,Hookshot,4
Oak Bow,Chakram,3
Oak Bow,Crystal Orb,-1
Oak Bow,Spell Book,-1
Oak Bow,Laser Pistol,2
Oak Bow,Plasma Rifle,2
Oak Bow,Rocket Launcher,-1
Oak Bow,Energy Cannon,2
Oak Bow,Railgun,3
Oak Bow,Cyber Blade,2
Oak Bow,Pulse Shield,-1
Oak Bow,Drone Swarm,4
Oak Bow,Nano Spear,-1
Oak Bow,Void Cannon,-1
Longbow,Crossbow,3
Longbow,Repeater Crossbow,3
Longbow,Flame Bow,-4
Longbow,Frost Bow,-4
Longbow,Thunder Bow,2
Longbow,Shadow Bow,-4
Longbow,Hawk Bow,3
Longbow,Moonlight Bow,-4
Longbow,Wooden Staff,-4
Longbow,Wizard Staff,-4
Longbow,Healing Staff,-4
Longbow,Necro Staff,-4
Longbow,Storm Staff,2
Longbow,Flame Staff,-4
Longbow,Frost Staff,-4
Longbow,Crystal Staff,-4
Longbow,Druid Staff,-4
Longbow,Solar Staff,-4
Longbow,Iron Spear,-4
Longbow,Steel Spear,-4
Longbow,Pike,-4
Longbow,Halberd,-4
Longbow,Trident,-4
Longbow,Dragon Lance,-4
Longbow,Ice Lance,-4
Longbow,Thunder Spear,2
Longbow,Serpent Spear,-4
Longbow,Sun Lance,-4
Longbow,Dagger,-4
Longbow,Poison Dagger,-4
Longbow,Silent Knife,-4
Longbow,Throwing Knives,3
Longbow,Glass Dagger,-4
Longbow,Vampire Fang,-4
Longbow,Venom Shiv,-4
Longbow,Assassin Blade,-4
Longbow,Smoke Dagger,-4
Longbow,Mirror Knife,-4
Longbow,Wooden Shield,-4
Longbow,Iron Shield,-4
Longbow,Tower Shield,-4
Longbow,Spiked Shield,-4
Longbow,Mirror Shield,-4
Longbow,Dragon Shield,-4
Longbow,Ice Shield,-4
Longbow,Storm Shield,2
Longbow,Holy Shield,-4
Longbow,Thorn Shield,-4
Longbow,Stone Hammer,-4
Longbow,War Hammer,-4
Longbow,Thunder Hammer,2
Longbow,Forge Hammer,-4
Longbow,Ice Maul,-4
Longbow,Gravity Hammer,-4
Longbow,Bone Hammer,-4
Longbow,Titan Hammer,-4
Longbow,Copper Mace,-4
Longbow,Morning Star,-4
Longbow,Slingshot,3
Longbow,Boomerang,3
Longbow,Harpoon,-4
Longbow,Net Launcher,4
Longbow,Flare Gun,-4
Longbow,Blowgun,-4
Longbow,Hookshot,4
Longbow,Chakram,3
Longbow,Crystal Orb,-4
Longbow,Spell Book,-4
Longbow,Laser Pistol,2
Longbow,Plasma Rifle,2
Longbow,Rocket Launcher,-4
Longbow,Energy Cannon,2
Longbow,Railgun,3
Longbow,Cyber Blade,2
Longbow,Pulse Shield,-4
Longbow,Drone Swarm,4
Longbow,Nano Spear,-4
Longbow,Void Cannon,-4
Crossbow,Repeater Crossbow,3
Crossbow,Flame Bow,-2
Crossbow,Frost Bow,-2
Crossbow,Thunder Bow,2
Crossbow,Shadow Bow,-2
Crossbow,Hawk Bow,3
Crossbow,Moonlight Bow,-2
Crossbow,Wooden Staff,-2
Crossbow,Wizard Staff,-2
Crossbow,Healing Staff,-2
Crossbow,Necro Staff,-2
Crossbow,Storm Staff,2
Crossbow,Flame Staff,-2
Crossbow,Frost Staff,-2
Crossbow,Crystal Staff,-2
Crossbow,Druid Staff,-2
Crossbow,Solar Staff,-2
Crossbow,Iron Spear,-2
Crossbow,Steel Spear,-2
Crossbow,Pike,-2
Crossbow,Halberd,-2
Crossbow,Trident,-2
Crossbow,Dragon Lance,-2
Crossbow,Ice Lance,-2
Crossbow,Thunder Spear,2
Crossbow,Serpent Spear,-2
Crossbow,Sun Lance,-2
Crossbow,Dagger,-2
Crossbow,Poison Dagger,-2
Crossbow,Silent Knife,-2
Crossbow,Throwing Knives,3
Crossbow,Glass Dagger,-2
Crossbow,Vampire Fang,-2
Crossbow,Venom Shiv,-2
Crossbow,Assassin Blade,-2
Crossbow,Smoke Dagger,-2
Crossbow,Mirror Knife,-2
Crossbow,Wooden Shield,-2
Crossbow,Iron Shield,-2
Crossbow,Tower Shield,-2
Crossbow,Spiked Shield,-2
Crossbow,Mirror Shield,-2
Crossbow,Dragon Shield,-2
Crossbow,Ice Shield,-2
Crossbow,Storm Shield,2
Crossbow,Holy Shield,-2
Crossbow,Thorn Shield,-2
Crossbow,Stone Hammer,-2
Crossbow,War Hammer,-2
Crossbow,Thunder Hammer,2
Crossbow,Forge Hammer,-2
Crossbow,Ice Maul,-2
Crossbow,Gravity Hammer,-2
Crossbow,Bone Hammer,-2
Crossbow,Titan Hammer,-2
Crossbow,Copper Mace,-2
Crossbow,Morning Star,-2
Crossbow,Slingshot,3
Crossbow,Boomerang,3
Crossbow,Harpoon,-2
Crossbow,Net Launcher,4
Crossbow,Flare Gun,-2
Crossbow,Blowgun,-2
Crossbow,Hookshot,4
Crossbow,Chakram,3
Crossbow,Crystal Orb,-2
Crossbow,Spell Book,-2
Crossbow,Laser Pistol,2
Crossbow,Plasma Rifle,2
Crossbow,Rocket Launcher,-2
Crossbow,Energy Cannon,2
Crossbow,Railgun,5
Crossbow,Cyber Blade,2
Crossbow,Pulse Shield,-2
Crossbow,Drone Swarm,4
Crossbow,Nano Spear,-2
Crossbow,Void Cannon,-2
Repeater Crossbow,Flame Bow,-5
Repeater Crossbow,Frost Bow,-5
Repeater Crossbow,Thunder Bow,2
Repeater Crossbow,Shadow Bow,-5
Repeater Crossbow,Hawk Bow,3
Repeater Crossbow,Moonlight Bow,-5
Repeater Crossbow,Wooden Staff,-5
Repeater Crossbow,Wizard Staff,-5
Repeater Crossbow,Healing Staff,-5
Repeater Crossbow,Necro Staff,-5
Repeater Crossbow,Storm Staff,2
Repeater Crossbow,Flame Staff,-5
Repeater Crossbow,Frost Staff,-5
Repeater Crossbow,Crystal Staff,-5
Repeater Crossbow,Druid Staff,-5
Repeater Crossbow,Solar Staff,-5
Repeater Crossbow,Iron Spear,-5
Repeater Crossbow,Steel Spear,-5
Repeater Crossbow,Pike,-5
Repeater Crossbow,Halberd,-5
Repeater Crossbow,Trident,-5
Repeater Crossbow,Dragon Lance,-5
Repeater Crossbow,Ice Lance,-5
Repeater Crossbow,Thunder Spear,2
Repeater Crossbow,Serpent Spear,-5
Repeater Crossbow,Sun Lance,-5
Repeater Crossbow,Dagger,-5
Repeater Crossbow,Poison Dagger,-5
Repeater Crossbow,Silent Knife,-5
Repeater Crossbow,Throwing Knives,3
Repeater Crossbow,Glass Dagger,-5
Repeater Crossbow,Vampire Fang,-5
Repeater Crossbow,Venom Shiv,-5
Repeater Crossbow,Assassin Blade,-5
Repeater Crossbow,Smoke Dagger,-5
Repeater Crossbow,Mirror Knife,-5
Repeater Crossbow,Wooden Shield,-5
Repeater Crossbow,Iron Shield,-5
Repeater Crossbow,Tower Shield,-5
Repeater Crossbow,Spiked Shield,-5
Repeater Crossbow,Mirror Shield,-5
Repeater Crossbow,Dragon Shield,-5
Repeater Crossbow,Ice Shield,-5
Repeater Crossbow,Storm Shield,2
Repeater Crossbow,Holy Shield,-5
Repeater Crossbow,Thorn Shield,-5
Repeater Crossbow,Stone Hammer,-5
Repeater Crossbow,War Hammer,-5
Repeater Crossbow,Thunder Hammer,2
Repeater Crossbow,Forge Hammer,-5
Repeater Crossbow,Ice Maul,-5
Repeater Crossbow,Gravity Hammer,-5
Repeater Crossbow,Bone Hammer,-5
Repeater Crossbow,Titan Hammer,-5
Repeater Crossbow,Copper Mace,-5
Repeater Crossbow,Morning Star,-5
Repeater Crossbow,Slingshot,3
Repeater Crossbow,Boomerang,3
Repeater Crossbow,Harpoon,-5
Repeater Crossbow,Net Launcher,4
Repeater Crossbow,Flare Gun,-5
Repeater Crossbow,Blowgun,-5
Repeater Crossbow,Hookshot,4
Repeater Crossbow,Chakram,3
Repeater Crossbow,Crystal Orb,-5
Repeater Crossbow,Spell Book,-5
Repeater Crossbow,Laser Pistol,2
Repeater Crossbow,Plasma Rifle,2
Repeater Crossbow,Rocket Launcher,-5
Repeater Crossbow,Energy Cannon,2
Repeater Crossbow,Railgun,5
Repeater Crossbow,Cyber Blade,2
Repeater Crossbow,Pulse Shield,-5
Repeater Crossbow,Drone Swarm,4
Repeater Crossbow,Nano Spear,-5
Repeater Crossbow,Void Cannon,-5
Flame Bow,Frost Bow,-3
Flame Bow,Thunder Bow,2
Flame Bow,Shadow Bow,-3
Flame Bow,Hawk Bow,-3
Flame Bow,Moonlight Bow,-3
Flame Bow,Wooden Staff,-3
Flame Bow,Wizard Staff,-3
Flame Bow,Healing Staff,-3
Flame Bow,Necro Staff,-3
Flame Bow,Storm Staff,2
Flame Bow,Flame Staff,5
Flame Bow,Frost Staff,-3
Flame Bow,Crystal Staff,-3
Flame Bow,Druid Staff,-3
Flame Bow,Solar Staff,-3
Flame Bow,Iron Spear,-3
Flame Bow,Steel Spear,-3
Flame Bow,Pike,-3
Flame Bow,Halberd,-3
Flame Bow,Trident,-3
Flame Bow,Dragon Lance,5
Flame Bow,Ice Lance,-3
Flame Bow,Thunder Spear,2
Flame Bow,Serpent Spear,-3
Flame Bow,Sun Lance,-3
Flame Bow,Dagger,-3
Flame Bow,Poison Dagger,-3
Flame Bow,Silent Knife,-3
Flame Bow,Throwing Knives,-3
Flame Bow,Glass Dagger,-3
Flame Bow,Vampire Fang,-3
Flame Bow,Venom Shiv,-3
Flame Bow,Assassin Blade,-3
Flame Bow,Smoke Dagger,-3
Flame Bow,Mirror Knife,-3
Flame Bow,Wooden Shield,-3
Flame Bow,Iron Shield,-3
Flame Bow,Tower Shield,-3
Flame Bow,Spiked Shield,-3
Flame Bow,Mirror Shield,-3
Flame Bow,Dragon Shield,5
Flame Bow,Ice Shield,-3
Flame Bow,Storm Shield,2
Flame Bow,Holy Shield,-3
Flame Bow,Thorn Shield,-3
Flame Bow,Stone Hammer,2
Flame Bow,War Hammer,2
Flame Bow,Thunder Hammer,2
Flame Bow,Forge Hammer,5
Flame Bow,Ice Maul,-3
Flame Bow,Gravity Hammer,-3
Flame Bow,Bone Hammer,-3
Flame Bow,Titan Hammer,2
Flame Bow,Copper Mace,2
Flame Bow,Morning Star,-3
Flame Bow,Slingshot,-3
Flame Bow,Boomerang,-3
Flame Bow,Harpoon,-3
Flame Bow,Net Launcher,-3
Flame Bow,Flare Gun,3
Flame Bow,Blowgun,-3
Flame Bow,Hookshot,-3
Flame Bow,Chakram,-3
Flame Bow,Crystal Orb,-3
Flame Bow,Spell Book,-3
Flame Bow,Laser Pistol,2
Flame Bow,Plasma Rifle,2
Flame Bow,Rocket Launcher,5
Flame Bow,Energy Cannon,2
Flame Bow,Railgun,-3
Flame Bow,Cyber Blade,2
Flame Bow,Pulse Shield,-3
Flame Bow,Drone Swarm,-3
Flame Bow,Nano Spear,-3
Flame Bow,Void Cannon,-3
Frost Bow,Thunder Bow,-1
Frost Bow,Shadow Bow,-1
Frost Bow,Hawk Bow,-1
Frost Bow,Moonlight Bow,-1
Frost Bow,Wooden Staff,-1
Frost Bow,Wizard Staff,-1
Frost Bow,Healing Staff,-1
Frost Bow,Necro Staff,-1
Frost Bow,Storm Staff,-1
Frost Bow,Flame Staff,-1
Frost Bow,Frost Staff,3
Frost Bow,Crystal Staff,-1
Frost Bow,Druid Staff,-1
Frost Bow,Solar Staff,-1
Frost Bow,Iron Spear,-1
Frost Bow,Steel Spear,-1
Frost Bow,Pike,-1
Frost Bow,Halberd,-1
Frost Bow,Trident,4
Frost Bow,Dragon Lance,-1
Frost Bow,Ice Lance,3
Frost Bow,Thunder Spear,-1
Frost Bow,Serpent Spear,-1
Frost Bow,Sun Lance,-1
Frost Bow,Dagger,-1
Frost Bow,Poison Dagger,-1
Frost Bow,Silent Knife,-1
Frost Bow,Throwing Knives,-1
Frost Bow,Glass Dagger,-1
Frost Bow,Vampire Fang,-1
Frost Bow,Venom Shiv,-1
Frost Bow,Assassin Blade,-1
Frost Bow,Smoke Dagger,-1
Frost Bow,Mirror Knife,-1
Frost Bow,Wooden Shield,-1
Frost Bow,Iron Shield,-1
Frost Bow,Tower Shield,-1
Frost Bow,Spiked Shield,-1
Frost Bow,Mirror Shield,-1
Frost Bow,Dragon Shield,-1
Frost Bow,Ice Shield,3
Frost Bow,Storm Shield,-1
Frost Bow,Holy Shield,-1
Frost Bow,Thorn Shield,-1
Frost Bow,Stone Hammer,-1
Frost Bow,War Hammer,-1
Frost Bow,Thunder Hammer,-1
Frost Bow,Forge Hammer,-1
Frost Bow,Ice Maul,3
Frost Bow,Gravity Hammer,-1
Frost Bow,Bone Hammer,-1
Frost Bow,Titan Hammer,-1
Frost Bow,Copper Mace,-1
Frost Bow,Morning Star,-1
Frost Bow,Slingshot,-1
Frost Bow,Boomerang,-1
Frost Bow,Harpoon,4
Frost Bow,Net Launcher,-1
Frost Bow,Flare Gun,-1
Frost Bow,Blowgun,-1
Frost Bow,Hookshot,-1
Frost Bow,Chakram,-1
Frost Bow,Crystal Orb,-1
Frost Bow,Spell Book,-1
Frost Bow,Laser Pistol,-1
Frost Bow,Plasma Rifle,-1
Frost Bow,Rocket Launcher,-1
Frost Bow,Energy Cannon,-1
Frost Bow,Railgun,-1
Frost Bow,Cyber Blade,-1
Frost Bow,Pulse Shield,-1
Frost Bow,Drone Swarm,-1
Frost Bow,Nano Spear,-1
Frost Bow,Void Cannon,-1
Thunder Bow,Shadow Bow,-4
Thunder Bow,Hawk Bow,2
Thunder Bow,Moonlight Bow,-4
Thunder Bow,Wooden Staff,-4
Thunder Bow,Wizard Staff,-4
Thunder Bow,Healing Staff,-4
Thunder Bow,Necro Staff,-4
Thunder Bow,Storm Staff,5
Thunder Bow,Flame Staff,2
Thunder Bow,Frost Staff,-4
Thunder Bow,Crystal Staff,-4
Thunder Bow,Druid Staff,-4
Thunder Bow,Solar Staff,-4
Thunder Bow,Iron Spear,-4
Thunder Bow,Steel Spear,-4
Thunder Bow,Pike,-4
Thunder Bow,Halberd,-4
Thunder Bow,Trident,-4
Thunder Bow,Dragon Lance,2
Thunder Bow,Ice Lance,-4
Thunder Bow,Thunder Spear,3
Thunder Bow,Serpent Spear,-4
Thunder Bow,Sun Lance,-4
Thunder Bow,Dagger,-4
Thunder Bow,Poison Dagger,-4
Thunder Bow,Silent Knife,-4
Thunder Bow,Throwing Knives,2
Thunder Bow,Glass Dagger,-4
Thunder Bow,Vampire Fang,-4
Thunder Bow,Venom Shiv,-4
Thunder Bow,Assassin Blade,-4
Thunder Bow,Smoke Dagger,-4
Thunder Bow,Mirror Knife,-4
Thunder Bow,Wooden Shield,-4
Thunder Bow,Iron Shield,-4
Thunder Bow,Tower Shield,-4
Thunder Bow,Spiked Shield,-4
Thunder Bow,Mirror Shield,-4
Thunder Bow,Dragon Shield,2
Thunder Bow,Ice Shield,-4
Thunder Bow,Storm Shield,3
Thunder Bow,Holy Shield,-4
Thunder Bow,Thorn Shield,-4
Thunder Bow,Stone Hammer,-4
Thunder Bow,War Hammer,-4
Thunder Bow,Thunder Hammer,5
Thunder Bow,Forge Hammer,2
Thunder Bow,Ice Maul,-4
Thunder Bow,Gravity Hammer,-4
Thunder Bow,Bone Hammer,-4
Thunder Bow,Titan Hammer,-4
Thunder Bow,Copper Mace,-4
Thunder Bow,Morning Star,-4
Thunder Bow,Slingshot,2
Thunder Bow,Boomerang,2
Thunder Bow,Harpoon,-4
Thunder Bow,Net Launcher,-4
Thunder Bow,Flare Gun,2
Thunder Bow,Blowgun,-4
Thunder Bow,Hookshot,-4
Thunder Bow,Chakram,2
Thunder Bow,Crystal Orb,-4
Thunder Bow,Spell Book,-4
Thunder Bow,Laser Pistol,3
Thunder Bow,Plasma Rifle,5
Thunder Bow,Rocket Launcher,2
Thunder Bow,Energy Cannon,5
Thunder Bow,Railgun,2
Thunder Bow,Cyber Blade,3
Thunder Bow,Pulse Shield,-4
Thunder Bow,Drone Swarm,-4
Thunder Bow,Nano Spear,-4
Thunder Bow,Void Cannon,-4
